"cod_cent";"id";"nombre";"tipo_elem";"st_x";"st_y"
"62061";3751;"Sor Angela de la Cruz O-E(Lateral) - Bravo Murillo-Infanta Mercedes";"URBANOS";440981.159987041;4479278.74536589
"62062";5675;"San Germán O-E - Poeta Joan Maragall-PºCastellana";"URBANOS";441430.8470999;4478831.94096618
"62066";5678;"Infanta Mercedes S-N - Sor Angela de la Cruz-Francisco Gervás";"URBANOS";441072.546035862;4479319.71745365
"62067";5679;"Francisco Gervás E-O - Orense-Infanta Mercedes";"URBANOS";441242.518954389;4479360.97688552
"62085";7094;"Sor Angela de la Cruz O-E(Giro Izqda) - Poeta Joan Maragall-Orense";"URBANOS";441310.524691784;4479170.40537293
"63009";5697;"Bravo Murillo S-N - Gta.Cuatro Caminos-Hernani";"URBANOS";440423.373359395;4477878.74137647
"63011";5699;"Bravo Murillo S-N - Jaén-Tiziano";"URBANOS";440463.281664;4478203.16422922
"63012";5700;"Bravo Murillo S-N - Teruel -Avila";"URBANOS";440480.67586733;4478351.26222935
"63013";5701;"Bravo Murillo S-N - Avila-Juán de Olías";"URBANOS";440496.756627266;4478474.20746772
"63014";5702;"Bravo Murillo S-N - Manuel Luna-San Enrique";"URBANOS";440540.66990476;4478747.05071854
"63015";5703;"Bravo Murillo S-N  - San Enrique-San Germán";"URBANOS";440582.061514024;4478867.95804073
"63016";5704;"San Enrique E-O - Asunción Castell- Bravo Murillo";"URBANOS";440657.828754951;4478833.46568546
"63018";5705;"Francos Rodríguez O-E - Fulgencio de Miguel-Bravo Murillo";"URBANOS";440442.673459813;4478700.11889401
"63019";5706;"Castilla O-E - Goiri-Bravo Murillo";"URBANOS";440422.022323833;4478472.17059713
"63020";5707;"Juán Pantoja O-E - Topete-Bravo Murillo";"URBANOS";440374.823760028;4478156.92900144
"63025";5712;"Raimundo Fdez.Villaverde O-E - Ponzano-Alonso Cano";"URBANOS";440927.227478542;4477754.41533384
"41035";5844;"Av. Albufera - Av. Albufera-M-40";"URBANOS";446189.622574438;4470926.37908677
"41048";5856;"Av. Albufera - Av. Buenos Aires-Siera Faladora";"URBANOS";444722.838254263;4471612.87755393
"41049";5857;"Av. Albufera - Sierra Faladora- Adra";"URBANOS";444878.451598947;4471592.79767588
"41050";5858;"Av. Albufera - Pedro Laborde-Adra";"URBANOS";445040.666120299;4471577.72831771
"41052";5860;"Av. Albufera - Cantalapiedra-Josefa Diaz";"URBANOS";444306.121636102;4471703.25488686
"41055";5841;"Av. Albufera - M-40-Av. Albufera 300 P.P.";"URBANOS";446093.572420637;4470974.8031604
"41056";9840;"Av. Albufera - Pedro Callejo-Pedro Laborde";"URBANOS";445124.315495966;4471534.2910925
"41057";6947;"Av. Albufera - Santiago Alio-Pedro Laborde";"URBANOS";445358.945529824;4471439.98769465
"44023";3645;"C/. Alcalá  - Concejal Juilo Gómez-Hermanos Machado";"URBANOS";445005.32076786;4476221.21063274
"44025";3775;"C/. Alcalá  - Boldano-Arturo Soria";"URBANOS";445890.136814201;4476711.86964624
"44026";3776;"C/. Alcalá - Vicente Espinel-Vázquez de Mella";"URBANOS";445739.392337034;4476609.79025601
"45007";5953;"Av. Institución Libre Enseñanza - Emilio Muñóz-Miguel Fleta";"URBANOS";446441.554485762;4475939.64326756
"45034";5979;"Av. Institución Libre Enseñanza - Castillo de Uclés-Castillo de Arévalo";"URBANOS";446688.817801725;4475512.20215691
"47019";6080;"Av. San Luis  - Julio Danvila-Cuevas de Almanzora";"URBANOS";443926.262198709;4480673.59366156
"47021";6082;"Av. San Luis - Av. Burgos-Condado de Treviño";"URBANOS";443077.821908265;4481461.49588531
"47022";6083;"C/. Condado Treviño - M-30 y Av. San Luis";"URBANOS";443068.739190044;4481333.20235964
"53045";6171;"C/. Francisco Villaespesa  - Lago Constanza-Ledesma";"URBANOS";445293.137125381;4475796.85269023
"53046";6172;"C/. Ledesma  - Ledesma-Francisco Villaespesa";"URBANOS";445255.735212651;4475729.59669552
"56034";6314;"C/. Virgen del Carmen - Totana-Ctra. Acceso Estación de Hortaleza ";"URBANOS";444543.945174862;4480706.42442706
"57403";6349;"C/. Bureta - Burriana-Av. Logroño";"URBANOS";450413.153688679;4479689.83900706
"59018";6372;"C/. Salvador de Madariaga - Verdaguer y García-Av. Badajoz";"URBANOS";444395.603512402;4477007.70420408
"64014";6401;"Av. Canillejas a Vicálvaro - Av. Arcentales-Etruria";"URBANOS";448179.525962026;4476429.20758189
"64015";6402;"Av. Canillejas a Vicálvaro - Etruria-Canal de Bósforo";"URBANOS";448020.167727189;4476860.29648659
"65007";6425;"C/. Fuente Carrantona  - Arroyo Fontarron-Miguel Hernández";"URBANOS";445803.667399788;4472034.34057124
"65031";6442;"C/. Hacienda de Pavones - Pico Artilleros-Fuente Carrantona";"URBANOS";446019.560581206;4472714.55460591
"66010";6476;"Av. Guadalajara - San Marino-Francfort";"URBANOS";448547.093666839;4475202.11867965
"67009";6114;"Camino Vinateros  - Arroyo de la Media Legua-Cdor Diego Valderrábanos";"URBANOS";444371.574254917;4473757.8408925
"67604";6990;"Bulevar Indalecio Prieto - Poetas-Bulevar José Prat";"URBANOS";447260.323400224;4472163.022595
"68604";10164;"La Mancha - Guadalcazar-Av. Entrevías";"URBANOS";443293.607393707;4470482.58978198
"71021";3698;"C/. Miguel Yuste - Gta. Arcentales-Emilio Muñóz";"URBANOS";447353.187367056;4476290.54740173
"74006";6553;"C/. Samaniego - Arcaute-Campezo";"URBANOS";450770.138914301;4477400.4490761
"74007";3681;"C/. Samaniego - Arrastaria-Campezo";"URBANOS";450589.661844121;4477558.58346345
"79020";6616;"Av. Burgos - Quintanavides-Puerto de Somport";"URBANOS";443546.477766753;4483202.77938829
"79602";9867;"Ingeniero Emilio Herrera - Isabel Clara Eugenia-Príncipe Carlos";"URBANOS";444873.270315827;4482867.0012529
"82001";5199;"C/. San Jaime - Gador-Puerto de Pozazal";"URBANOS";446892.210555598;4470315.59834024
"82415";5210;"C/. Real de Arganda - Sierra Gor-Torcal";"URBANOS";447696.203627634;4470266.10726486
"89302";6992;"Delante grupo 1 - Delante grupo 1";"URBANOS";449073.054799113;4468989.40775572
"11003";4080;"MAESTRO ARBOS S-N(VALDEMORILLO-TTE. CORONEL NOREQA)";"URBANOS";441107.856897503;4471442.03014491
"11004";4081;"(AFOROS) VADO STA. CATALINA S-N(PTE. ANDALUCIA-PL. LEGAZPI)";"URBANOS";440993.989150239;4471501.37825118
"11023";4094;"EMBAJADORES S-N(ANTRACITA-BOLMVAR)(SUPERFICIE)";"URBANOS";441322.604836616;4471583.89564904
"11024";4095;"EMBAJADORES S-N(ANTRACITA-BOLMVAR)(TZNEL A 80MTS)";"URBANOS";441319.791022998;4471574.69087277
"29011";9907;"DEHESA DE LA VILLA S-N(M-30 -AV.COMPLUTENSE)";"URBANOS";438110.663500795;4478803.07633905
"29013";9909;"DEHESA DE LA VILLA N-S(AV.COMPLUTENSE-M-30)";"URBANOS";438147.574659576;4478851.18479678
"30011";4304;"P: FLORIDA, 11 N-S(MOZART-ENTRADA ESTACISN DEL NORTE)";"URBANOS";438904.319960661;4474992.01395171
"30012";4484;"(AFOROS) AV. VALLADOLID N-S (AV.MARQUIS MONISTROL-LOECHES)";"URBANOS";437938.18274751;4476225.05691859
"30017";4324;"M-30 SALIDA TZNEL O-E(ENTRADA GTA. SAN VICENTE) (90MTS)";"URBANOS";438982.415329783;4474708.70772059
"30018";3651;"M-30 SALIDA TZNEL O-E(ENTRADA GTA. SAN VICENTE) (150MTS)";"URBANOS";438971.300954988;4474664.23420859
"30014";4321;"CUESTA SAN VICENTE E-O(P: DEL REY-GTA. SAN VICENTE)";"URBANOS";439165.590424571;4474871.96262243
"30015";4322;"P: DEL REY N-S(IRUN-CUESTA SAN VICENTE)";"URBANOS";439188.903928354;4474957.46245368
"30020";4490;"MARTIN FIERRO S-N(AV. SENDECA -OBISPO TREJO)";"URBANOS";438080.91104719;4476586.40468913
"30021";3512;"(TACTICO) OBISPO TREJO O-E(SENDA DEL REY-MARTIN FIERRO)";"URBANOS";438033.906291601;4476643.24627195
"30022";4491;"(TACTICO) ARQUITECTO LSPEZ OTERO N-S (GIRO IZQDA J.HERRERA)";"URBANOS";437985.032697801;4476888.14708724
"30023";4492;"JUAN HERRERA, 6 E-O(AV. PUERTA HIERRO-MARTMN FIERRO)";"URBANOS";438094.869560149;4476912.511257
"30024";4493;"(TACTICO) MARTMN  FIERRO S-N(JUAN HERRERA-LSPEZ OTERO)";"URBANOS";437994.92437436;4476863.84710288
"30025";7058;"(TACTICO)SAN POL DE MAR,2 O-E(FORTEA-AV.MANZANARES)";"URBANOS";438428.120819217;4475316.00980067
"30026";7059;"(TACTICO)RIBERA DEL MANZANARES 67 N-S";"URBANOS";438409.039981307;4475355.29753288
"30027";7073;"MARTMN FIERRO S-N(OBISPO TREJO - JUAN HERRERA)";"URBANOS";438042.931327835;4476708.97845251
"30028";7075;"JUAN HERRERA E-O(GIRO A MARTMN FIERRO)";"URBANOS";438004.141450128;4476889.39761545
"30029";3650;"CUESTA SAN VICENTE E-O(ENTRADA TZNEL A-5)";"URBANOS";439217.954588501;4474866.10258025
"30030";4325;"SEGOVIA, 65 E-O(RONDA SEGOVIA-P: VIRGEN DEL PUERTO)";"URBANOS";439113.968519027;4474163.69751493
"39019";4972;"AV. POBLADOS E-O(AV. ANDALUCIA-EDUADO BARREIROS)";"URBANOS";441107.038540156;4469359.34216581
"39022";4975;"AV. ROSALES O-E (EDUARDO BARREIROS-AV. ANDALUCIA)";"URBANOS";441035.08251977;4469181.68359705
"39042";4989;"CRISTO VICTORIA O-E(RAFAELA YBARRA-SAN BASILIO)";"URBANOS";439944.159579944;4470268.50430072
"39043";3406;"CRISTO VICTORIA E-O(ISABELITA USERA-SAN BASILIO)";"URBANOS";440081.269442561;4470288.46524379
"39051";4997;"EVANGELIOS O-E(PORTA COELI-SANTUARIO)";"URBANOS";440637.539610149;4470727.49446288
"42018";5886;"AVENIDA DE BETANZOS, 64 S-N";"URBANOS";439667.597987598;4481642.73452624
"42024";5892;"ACCESO M-607 A AV. CARDENAL HERRERA ORIA";"URBANOS";440856.621056428;4482701.82870466
"42016";5884;"CALLE FERMIN CABALLERO, 76 O-E";"URBANOS";439486.928189726;4481630.10917444
"42017";5885;"Fermín Caballero 70 E-O(Av. Betanzos- Esquivias)";"URBANOS";439722.394353984;4481725.6979968
"42406";5903;"JULIO CALVO 26 S-N(CARDENAL HERRERA ORIA-VALLE PINARES LLANOS)";"URBANOS";438878.81719966;4481764.05194602
"42407";5904;"(TACTICO)ALFREDO MARQUERIE O-E";"URBANOS";440875.062566055;4482370.42578229
"49015";5048;"GRAL. RICARDOS O-E(PSO. MARCELINO CAMACHO-PL. TOROS)";"URBANOS";437461.121808339;4470954.32221201
"49016";5049;"GRAL. RICARDOS E-O(PL. TOROS-PSO. PSO. MARCELINO CAMACHO)";"URBANOS";437450.660829785;4470953.68373332
"02006";3861;"Alcalde Sainz Baranda O-E - Antono Arias- Dr. Esquerdo";"URBANOS";443252.294760077;4474408.50019936
"50010";5071;"PORTALEGRE S-N(AV. ABRANTES-OPORTO)";"URBANOS";438678.274110487;4470916.96146298
"50011";5075;"PORTALEGRE N-S(VALLE ORO-OPORTO)";"URBANOS";438707.502127267;4471089.54895591
"50037";3634;"ANTONIO LEYVA S-N (ARLANZA-GUADALETE)";"URBANOS";439280.383726424;4471246.42440686
"02008";3863;"(TACTICO) Pez Volador E-O - Cruz del Sur-Dr. Esquerdo";"URBANOS";443326.970966214;4474007.93819486
"02037";3603;"Dr. Esquerdo N-S - Alcalde Sainz Baranda-Moneda";"URBANOS";443308.581834554;4474366.86210152
"02300";3888;"(MICRO) Pl. Conde Casa - Antes de Grupo16";"URBANOS";443211.343476123;4473329.56437357
"02301";3889;"(MICRO) Pl. Conde Casal - Antes del Grupo 15";"URBANOS";443279.99846468;4473308.418955
"05008";3936;"(AFOROS) Alcala O-E - Pl. Cibeles-Pl. Independencia";"URBANOS";441441.766235198;4474757.57924242
"16003";4282;"Alamo S-N - General  Mitre-Reyes";"URBANOS";439962.75684853;4475228.85133977
"17045";4376;"Princesa N-S - Pl. Moncloa-Romero Robledo";"URBANOS";439188.945618628;4476306.89050872
"18027";10259;"San Bernardo N-S - Daoiz -Palma";"URBANOS";440175.206869466;4475597.6061845
"18301";4397;"(MICRO) Gta. Ruiz Giménez E-O(Delante G. 2) - (MICRO) Gta. Ruiz Giménez E-O(Delante G. 2)";"URBANOS";440212.843497667;4475896.24286002
"20013";10057;"Blasco de Garay S-N - Meléndez Valdés-Fernando el Católico";"URBANOS";439752.884017152;4476287.91006004
"21010";4433;"José Abascal, 52 O-E - Alvarez de Castro-Santa Engracia";"URBANOS";440569.189698974;4476879.63059079
"21025";4447;"Gral. Martínez Campos, 36 O-E - Zurbano-Miguel Angel";"URBANOS";441329.900737986;4476487.36126031
"22006";4459;"Agustín de Bethancourt, 7 N-S - Cristóbal Bordiu-Rios Rosas";"URBANOS";441183.180170441;4477315.58685919
"23005";4471;"(AFOROS) San Francisco de Sales S-N - Cea Bermúdez-Gaztambide";"URBANOS";439326.293068831;4477025.7505288
"35032";4669;"Azcona E-O - Villafranca-Camilo José Cela";"URBANOS";443591.587877679;4476546.37818116
"43016";5427;"Av.Ilustración E-O - Arzobispo Morcillo-Ginzo de Limia";"URBANOS";440525.505275304;4481776.78682593
"60008";5455;"PºCastellana S-N - Pl.Lima-Hermanos Pinzón";"URBANOS";441523.502534745;4478223.73988736
"60037";5483;"Padre Damián S-N - Romero Girón-Alberto Alcocer";"URBANOS";441976.307714778;4478968.98282251
"60067";5509;"Lateral PºCastellana S-N - Juán Gris-San Germán";"URBANOS";441555.342585765;4478971.40690339
"61013";5527;"Gral.López Pozas S-N - Fco.Suárez-Donoso Montesinos";"URBANOS";441986.490234387;4479867.21407639
"62053";5667;"Infanta Mercedes N-S - Huesca-San Germán";"URBANOS";440948.730162598;4478980.43041969
"62077";5687;"Bravo Murillo S-N - Maria Zayas- Lope de Haro";"URBANOS";440686.347798938;4479074.81104455
"41051";5859;"Av. Albufera - Adra-Sierra Faladora";"URBANOS";444908.224157764;4471594.01188583
"44022";3644;"C/. Alcalá - Mateo García-San Gumersindo";"URBANOS";444863.094383496;4476189.78948144
"45006";5952;"Av. Institución Libre Enseñanza - Braulio Gutiérrez-Santo Domingo Savio";"URBANOS";446435.445497388;4475935.18205019
"47018";6079;"C/. Cuevas de Almanzora  - Bacares-Av. San Luis";"URBANOS";443929.397956468;4480801.00427288
"57024";9969;"Luis de la Mata - Av Logroño-Galatea";"URBANOS";448192.211025463;4478167.62135054
"30402";7102;"(TACTICO)SEGOVIA 69 E-O (GIRO A JUAN DUQUE)";"URBANOS";439084.622447711;4474159.58877142
"83008";10157;"Ctra. Vicalvaro a Vallecas E-O - (Bruno Abundez-Cocheron Villa)";"URBANOS";446774.18620806;4470681.77247947
"30016";4323;"P: VIRGEN DEL PUERTO S-N(CDAD PLASENCIA-GTA SAN VICENTE)";"URBANOS";439008.336426975;4474651.06477881
"30019";4489;"MARTIN FIERRO N-S(JUAN HERRERA-OBISPO TREJO)";"URBANOS";438033.785395605;4476714.18224354
"30035";5117;"SEGOVIA E-O(CUESTA DE LOS CIEGOS-CUESTA LA VEGA)";"URBANOS";439382.289083664;4474153.86796793
"30403";10000;"(TACTICO) SALIDA POLICIA";"URBANOS";438233.661303576;4475833.05025313
"30036";4328;"RONDA SEGOVIA S-N(ALGECIRAS-SEGOVIA)";"URBANOS";439246.425484783;4474035.60767063
"30401";4331;"(TACTICO) P: VIRGEN DEL PUERTO N-E(GIRO A CDAD. PLASENCIA)";"URBANOS";438957.644629115;4474293.59611833
"31022";3473;"Alcalde Martmn Alzaga E-O(Aguilar de Campoo-Antonio Machado)";"URBANOS";439187.072668873;4479556.32224101
"31023";4512;"Antonio Machado N-S(Sinesio Delgado-Isla de Oza)";"URBANOS";439052.386358491;4479671.64173439
"31024";4513;"PABLO IGLESIAS N-S(MOGUER-ARQUITECTO SANCHEZ ARCAS)";"URBANOS";439663.057413703;4478775.47273971
"31025";4514;"PABLO IGLESIAS S-N(ARQUITECTO SANCHEZ ARCAS-LECEROS)";"URBANOS";439696.142121354;4478819.17765187
"31026";4515;"PABLO IGLESIAS O-E(ARQUITECTO SANCHEZ ARCAS-NUMANCIA)";"URBANOS";439642.604572241;4478677.29121983
"31029";3440;"MORERAS S-N(RAMIRO MAEZTU-JUAN XXIII)";"URBANOS";439199.223973658;4478382.28887265
"31015";4508;"FRANCOS RODRIGUEZ O-E(PIRINEOS-POLICIA)";"URBANOS";439440.08611765;4479106.00714473
"31040";4524;"DR.FEDERICO RUBIO Y GALI E-O(MORERAS-FCO. DE DIEGO)";"URBANOS";439553.580274735;4478606.6716572
"32017";4557;"AV. BETANZOS S-N(MELCHOR FERNANDEZ ALMAGRO-LA BAQEZA)";"URBANOS";439810.959491135;4481010.57615324
"33016";4599;"ARZOBISPO MORCILLO O-E(ACC.TORRES-P:CASTELLANA)";"URBANOS";441865.147432504;4481437.83163332
"33017";4600;"ARZOBISPO MORCILLO E-O(ACC.TORRES-PEDRO RICO)";"URBANOS";441792.086996667;4481452.64944389
"32055";9915;"SINESIO DELGADO E-O (SALIDA TZNEL-HOSPITAL CARLOS III)";"URBANOS";441102.083513181;4480896.74560726
"32300";4584;"(MICRO)GTA PIEDRAFITA CEBRERO(ENTREG.10 Y 12)((P.M.3)";"URBANOS";439739.759130711;4480452.99747394
"33010";4594;"SINESIO DELGADO O-E(SINESIO DELGADO-P: CASTELLANA)";"URBANOS";441741.871450896;4480845.21150122
"33012";4596;"SINESIO DELGADO E-O(CARLOS III-MAGNOLIAS)";"URBANOS";441578.983313459;4480870.73822056
"33013";4597;"SINESIO DELGADO E-O(SALIDA TZNEL)";"URBANOS";441574.543394181;4480864.65752064
"33015";4598;"(TACTICO) ARZOBISPO MORCILLO E-O (P:CASTELLANA -ACC.TORRE )";"URBANOS";441864.018368948;4481452.41991031
"33019";4602;"ARZOBISPO MORCILLO E-O(TZNEL A 80M)(ACC.TORRES-PEDRO RICO)";"URBANOS";441728.110956277;4481471.37462236
"33020";4603;"PEDRO RICO S-N(AV.MONFORTE DE LEMOS-ARZOBISPO MORCILLO)";"URBANOS";441628.109248061;4481385.94464675
"33021";4604;"PEDRO RICO N-S(ARZOBISO MORCILLO-AV. MONFORTE DE LEMOS)";"URBANOS";441603.809976802;4481392.95199296
"33022";4605;"AV.MONFORTE DE LEMOS E-O(P: CASTELLANA-PEDRO RICO)";"URBANOS";441591.160116688;4481129.57183926
"33024";4607;"AV.MONFORTE DE LEMOS E-O(TZNEL  180M)(CASTELLANA-PEDRO RICO)";"URBANOS";441619.941914712;4481075.55549093
"34012";4630;"LSPEZ DE HOYOS, 149 E-O(RAMOS CARRISN-CLARA DEL REY)";"URBANOS";443402.737710247;4477890.66172865
"34024";9968;"LOPEZ DE HOYOS O-E (EUGENIO SALAZAR-MARCENADO)";"URBANOS";443026.826476057;4477555.14701522
"43003";5416;"AV.MONFORTE DE LEMOS E-O(PL.VERMN-AV.BETANZOS)";"URBANOS";439842.705076298;4481268.00588563
"90025";9972;"GIL IMSN E-O (VILLOSLADA -P: IMPERIAL)";"URBANOS";439329.829062239;4473413.04624255
"90034";4708;"TOLEDO S-N(DUQUE DE ALBA-COLEGIATA)";"URBANOS";440054.24008209;4473952.20640767
"90036";4710;"PLAZA DE LA CEBADA O-E(HUMILLADERO-TOLEDO)";"URBANOS";439897.193422961;4473864.38936656
"90037";4711;"TOLEDO N-S(SAN MILLAN-LSPEZ SILVA)";"URBANOS";439983.205114689;4473827.1320198
"90038";4712;"TOLEDO S-N(ARGANZUELA-LSPEZ SILVA)";"URBANOS";439887.036989491;4473663.90299102
"90039";4713;"SEGOVIA E-O(CUCHILLEROS-SAN JUSTO)";"URBANOS";439648.624680814;4474146.13488459
"90040";4714;"SEGOVIA O-E(SAN JUSTO-COSTANILLA DE SAN PEDRO)";"URBANOS";439827.106073546;4474107.64947743
"90041";4715;"SEGOVIA O-E(SAN JUSTO-CUCHILLEROS)";"URBANOS";439947.975315063;4474125.52385884
"90013";10038;"ARGANDA N-S (VALDELASIERRA -YESERMAS)";"URBANOS";440325.147217921;4472330.69680193
"90042";4716;"CUCHILLEROS N-S(MAESTRO VILLA -TINTOREROS)";"URBANOS";440037.230686642;4474196.93896133
"90043";4717;"SEGOVIA E-O(CAVA BAJA -TOLEDO)";"URBANOS";440033.248879651;4474114.57656645
"91002";5744;"Bambz N-S(Consuegra-Av. Pio XII)";"URBANOS";442699.28068139;4480830.00446598
"91003";5745;"Av. Pio XII E-O(Av. Burgos - Bambz)";"URBANOS";442749.987370151;4480697.70887594
"91004";5746;"Av. Pio XII O-E (Bambz-Av. Burgos)";"URBANOS";442692.584306952;4480703.27551264
"91005";5747;"Av. Pio XII E-O (Calle 30 - Av. Burgos)";"URBANOS";442921.586023172;4480688.98829637
"91006";5748;"Av. Pio XII E-O (Marques de Torroja - Av. Burgos)";"URBANOS";442923.731704583;4480574.92111792
"91007";5749;"Av. Burgos S-N (Buganvilla - Av. Pio XII)";"URBANOS";442814.616050411;4480542.89064416
"91008";5750;"Av. Pio XII O-E (Tznel)(Salida)";"URBANOS";442742.3366631;4480662.82976532
"91009";5751;"(TACTICO) Marquis de Torroja E-O (delante G.5)";"URBANOS";442815.693222557;4480413.53032094
"91010";5752;"(TACTICO)Salida T.V.E O-E(Delante G. 7)";"URBANOS";442759.949596712;4480394.30557656
"91011";5753;"(TACTICO) Yuca E-O(Av. Burgos-Bambz)";"URBANOS";442793.090841688;4481072.17402424
"91001";3402;"Hiedra S-N (Estacisn Chamartmn-Bambz)";"URBANOS";442607.435840192;4480747.87760911
"93031";9912;"Valle de Mena E-O (Cisar Mnrique-Isla Malaita)";"URBANOS";438962.561399245;4480550.56029849
"93032";9911;"Juan Andris S-N (Magdalena Dmaz - Valle de Mena)";"URBANOS";438819.027010979;4480504.84283817
"93033";9910;"Isla Malaita N-S (Joaqumn Lorenzo-Valle de Mena)";"URBANOS";438862.930193486;4480674.08644752
"93034";9898;"Valle de Mena O-E (Antonio Machado-Valderodrigo)";"URBANOS";439187.734459371;4480462.705012
"93035";9899;"Valle de Mena E-O(Lateral)(Cno. Ganapanes-Buitrago de Lozoya)";"URBANOS";439399.104679154;4480411.91570822
"93036";9900;"Valle de Mena E-O(Central)(Cno. Ganapanes-Buitrago de Lozoya)";"URBANOS";439392.945645279;4480401.17301483
"93009";4726;"(TACTICO)Valderodrigo E-O(Valle de Mena-Antonio Machado)";"URBANOS";439152.83049977;4480364.7573815
"24019";4753;"(TACTICO) LOPEZ MEZQUIA  E-O(CASTELFLORITE-VIA CARPETANA)";"URBANOS";437430.935408969;4472015.34626571
"24021";4755;"(TACTICO)DUQUESA DE PARCENT N-S";"URBANOS";436667.143438736;4472144.71268281
"26011";4821;"(TACTICO) AV. VERBENA PALOMA O-E";"URBANOS";441198.367035747;4468261.15374436
"27034";4851;"VILLALONSO E-O(EDUARDO BARREIROS-CTRA. CCHEL. VILLAVERDE)";"URBANOS";440198.676793745;4467060.57120293
"27035";4852;"VILLALONSO O-E(ALBINO HDEZ. LAZARO-AV. REAL PINTO)";"URBANOS";440047.221459904;4466995.76117533
"36007";6636;"AV.VICTORIA S-N(V.OLMOS -P. ANDRADE)";"URBANOS";430520.663923537;4480349.64987218
"36008";6637;"AV. VICTORIA N-S(PADRE HUIDOBRO-AV. ESTACION)";"URBANOS";429165.277900069;4481031.52398995
"36009";6638;"AV.VICTORIA S-N(D.GARRIDO-V.OLMOS)";"URBANOS";430626.887581807;4480294.88915435
"36010";4878;"CNO. DEL BARRIAL N-S (A6-ANA TERESA)";"URBANOS";432995.459922526;4479468.79621843
"36011";4879;"ALMANZORA E-O (ANTARES-C.BARRIAL)";"URBANOS";433151.079577351;4479489.94589592
"28044";4890;"OSA MAYOR O-E(CTRA. HUMERA-ESPINOS)";"URBANOS";434145.746592292;4479305.34270019
"36006";6635;"AV. VICTORIA N-S(AV. ESTACIÓN-FEDIRICO AGUSTI)";"URBANOS";429245.13033902;4480992.26722017
"36301";4863;"(MICRO)PLEYADES S-N(ESTUDIO-ANA TERESA)";"URBANOS";433631.839028436;4479396.08574794
"38008";4929;"AV. ABRANTES N-S(BESOLLA-AV. POBLADOS)";"URBANOS";437643.2048285;4469809.50924338
"38044";4959;"(TACTICO) REAL MADRID O-E";"URBANOS";437323.464344562;4470091.7014897
"76015";10028;"MONASTERIO HUELGAS N-S(MONASTERIO EL PAULAR-COSTA BRAVA)";"URBANOS";440061.161846736;4483604.23663781
"84009";5241;"REAL E-O(CALDERILLA-VIA LUSITANA)";"URBANOS";437059.909876297;4468572.98284337
"84013";5248;"THALER E-O(CALDERILLA-VIA LUSITANA)";"URBANOS";437276.64020964;4468959.57979246
"84014";5249;"VIA LUSITANA S-N(AV. PESETA-THALER)";"URBANOS";437122.711262797;4468902.66834597
"84015";3688;"AV. EURO N-S(OBOLO-AGUACATE)";"URBANOS";437162.214089158;4469142.65554122
"84016";5250;"AGUACATE E-O(VIA LUSITANA-AV. EURO)";"URBANOS";437158.623109415;4469068.12372508
"84012";5244;"VIA LUSITANA N-S(HALCONERO REY-AGUACATE)";"URBANOS";437246.554229954;4469112.94426429
"84300";5273;"(MICRO)CTRA.AL Bº FORTUNA E-O (INTERNO)";"URBANOS";434081.143121448;4468672.86829807
"84301";5274;"(MICRO)PINAR DE SAN JOSE S-N (INTERNO)";"URBANOS";434113.785894213;4468662.71439732
"85002";4792;"SAN GRACIANO ENTRADA CRUCE  E-O";"URBANOS";440375.81176486;4471759.13983698
"85003";5277;"ENTRADA A CRUCE DESDE TÚNEL CALLE 30 N-S (A 100M LINEA PARADA)";"URBANOS";439273.283423219;4472475.1294638
"85004";4793;"ANTONIO LOPEZ N-S(STA. Mª CABEZA-MARIBLANCA)";"URBANOS";440271.270647971;4471773.37493477
"85005";5279;"CALLE 30 N-S (ENTRADA A CRUCE  A 110 M LINEA PARADA)";"URBANOS";439288.07666851;4472481.2241181
"84040";9850;"(TACTICO)MORALES N-S(SOLEDADES-AV. PESETA)";"URBANOS";435912.043124532;4468483.03082113
"85017";5291;"ANTONIO LÓPEZ E-O JUNTO PP ESTEBAN ARTEAGA";"URBANOS";439871.133274847;4472047.55000171
"85018";5292;"(TACTICO) BALEARES JUNTO LINEA DE PARADA O-E";"URBANOS";439550.63823322;4472223.85694552
"85019";5293;"ANTONIO LÓPEZ E-O (Pº STA MARIA CABEZA-MARQUES JURA REAL)";"URBANOS";440118.773698392;4471891.48640797
"85020";5294;"SAN DELFIN N-S (AVDA. DEL MANZANARES-ANTONIO LOPEZ)";"URBANOS";440014.23342188;4471977.98215271
"85023";5300;"MARQUES JURA REAL S-N (F. DÍAZ MENDOZA-CNEL. VALENZUELA)";"URBANOS";439915.093608597;4471779.92871121
"86016";5320;"MIRABEL ENTRE MONROY Y AV. AVIACION";"URBANOS";433779.999001799;4470005.41500668
"85047";4788;"ANTONIO LOPEZ S-N(SAN ARMENGOL-SAN ZACARIAS)";"URBANOS";440658.905230776;4471390.57462413
"86001";5304;"JOAQUIN TURINA ENTRE JACOBEO Y MAESTRA JUSTA FREIRE";"URBANOS";435206.546127371;4469644.55318244
"86011";5314;"AV. AVIACION ENTRE RAFAEL FINAT Y VALLE INCLAN";"URBANOS";434408.353038042;4469813.53710382
"86012";5315;"RAFAEL FINAT ENTRE GRAL SALIQUET Y AV. AVIACION";"URBANOS";434477.249234805;4469854.10050399
"86013";5316;"ALDEANUEVA DE LA VERA ";"URBANOS";434164.720318474;4469891.21824829
