"cod_cent";"id";"nombre";"tipo_elem";"st_x";"st_y"
"76001";6962;"MONASTERIO ESCORIAL, 14 E-O (MONASTERIO DE LAS HUERTAS- SANTUARIO DE VALVERDE)";"URBANOS";440105.940170023;4484208.0350112
"76002";6582;"SANTUARIO VALVERDE, 2 S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL)";"URBANOS";440048.546788316;4484157.47089373
"76003";6583;"SANTUARIO VALVERDE, 6 N-S (SANTUARIO VALVERDE - MONASTERIO ESCORIAL)";"URBANOS";440050.919794638;4484277.39271935
"76004";6963;"MONASTERIO SUSO Y YUSO E-O(AV. MONTECARMELO-MONASTERIO LIÉBANA)";"URBANOS";441072.432843736;4484035.22558778
"80001";5149;"ILLESCAS ENTRE Pº EXTREMADURA Y SESEÑA SENTIDO O-E";"URBANOS";435123.223521833;4472300.71754937
"80002";5150;"(TACTICO) ESCALONA O-E";"URBANOS";435230.755243949;4472147.60726648
"78007";6597;"AV. CAMINO DE SANTIAGO N-S (TIERRA DE MELIDE - PALAS DE REY)";"URBANOS";443428.282810242;4484726.13146251
"78008";6598;"PALAS DEL REY E-O (TOQUES - CAMINO DE SANTIAGO)";"URBANOS";443442.274944713;4484591.22692259
"78024";10086;"TIERRA DE MELIDE O-E (PADORNELO-SIERRA DE ATAPUERCA)";"URBANOS";443719.711187267;4484541.6750782
"78025";10181;"PALAS DE REY O-E (TRIACASTELA - CON. SANTIAGO)";"URBANOS";443300.164606668;4484706.11844709
"78401";3700;"REDECILLA DEL CAMINO S-N (VILORIA DE RIOJA - SANTO DOMINGO DE LA CALZADA)";"URBANOS";443439.532195094;4484426.75528634
"78402";6600;"SANTO DOMINGO DE LA CALZADA, 23 E-O (VALCARLOS - SIERRA DE ATAPUERCA)";"URBANOS";443625.176596115;4484304.87572625
"81018";5198;"ERMITA DEL SANTO ENTRE IVAN VARGAS Y PTE S.ISIDRO S-N";"URBANOS";438623.190583961;4472931.35447151
"84002";5237;"AV. PESETA E-O(CORONA-AV. CARABANCHEL ALTO)";"URBANOS";436222.277046867;4468443.40351544
"84003";5238;"AV. CARABANCHEL ALTO S-N(M-40-AV .PESETA)";"URBANOS";436092.20032378;4468294.8381552
"84004";5239;"AV. PESETA O-E(MORALES-AV. CARABANCHEL ALTO)";"URBANOS";435975.731912383;4468437.49881066
"84007";5299;"(TACTICO)GOMEZ ARTECHE O-E(LEBRELES-AV. CARABANCHEL ALTO)";"URBANOS";436149.897000265;4469323.76301238
"84044";9941;"AV. PESETA E-O (TRENTIN - LUIS ORO)";"URBANOS";436855.176474533;4468583.9558645
"85007";5281;"GRAL RICARDOS E-O(MANUEL CARMONA-SALLABERRY)";"URBANOS";439033.593757848;4472131.45071481
"85008";5282;"ANTONIO LEYVA E-O ( JACINTO VERDAGUER - MARQUES DE VADILLO)";"URBANOS";439419.3165065;4472194.49434633
"85044";10261;"ANTONIO LOPEZ S-N (MATILDE GATO - EUGENIO CAXES)";"URBANOS";440463.82879864;4471616.35685496
"85045";10262;"(TACTICO) ANTONIO LOPEZ N-S (GIRO HACIA EUGENIO CAXES)";"URBANOS";440415.969364456;4471662.54901393
"85046";4799;"ANTONIO LOPEZ N-S(SAN ARMENGOL-GTA. CADIZ)";"URBANOS";440668.717733998;4471361.13723888
"85046";10272;"ANTONIO LOPEZ N-S(SAN ARMENGOL-GTA. CADIZ)";"URBANOS";440983.290819465;4471013.71032126
"87002";5337;"ESTAFETA S-N (NAVASCUES-MEZQUITA)";"URBANOS";441340.16156435;4469565.8886332
"87003";5338;"MEZQUITA E-O (ELIZONDO-ESTAFETA)";"URBANOS";441400.307881904;4469663.69477158
"87004";5339;"OROVILLA N-S (AV. ROSALES-SILVINA)";"URBANOS";441322.601248295;4469740.05522473
"87005";5340;"OROVILLA N-S (AV. ROSALES-SILVINA)";"URBANOS";441300.879148122;4468904.94121753
"87006";5341;"OROVILLA S-N (M-40-SILVINA)";"URBANOS";441347.127776857;4468765.61033122
"94021";5402;"VALLE TOBALINA S-N(AV. REAL PINTO-SAN EZEQUIEL)";"URBANOS";439339.366978563;4465149.856344
"94022";5403;"SAN EZEQUIEL E-O(AV. REAL PINTO-VALLE TOBALINA)";"URBANOS";439416.025142659;4465239.61107674
"94026";10017;"VALLE TOBALINA S-N (MONTEJO-BASCUÑUELOS)";"URBANOS";439351.550110883;4465646.92814265
"95036";5017;"Pº OLIVOS O-E(Mª DEL CARMEN-CARAMUEL)";"URBANOS";438074.355698657;4473349.82449143
"96003";10273;"NTRA SRA. LUZ, 41 O-E(FERNANDO DELGADO-CAMINO INGENIEROS)";"URBANOS";436581.185287676;4470960.76508414
"96004";5112;"NTRA SRA. LUZ, 43 E-O(FERNANDO DELGADO-NTRA. SRA. FATIMA)";"URBANOS";436633.258811298;4470922.28972295
"04003";3911;"Principe Vergara, 207 S-N - Pradillo-Ramon y Cajal";"URBANOS";442644.094526347;4478151.66215355
"06303";3986;"(MICRO) Fancisco Silvela E-O (Delante G. 4) - ";"URBANOS";442530.629632708;4476911.71571679
"08015";4015;"Goya, 34 O-E - Castello-Principe de Vergara";"URBANOS";442317.097497298;4475363.6949013
"16015";4293;"(AFOROS) San Bernardo, 37 E-O - Antonio Grillo-Gran Via";"URBANOS";440079.637862746;4475121.38243857
"16026";4301;"(AFOROS) Gran Via, 44 S-N - Jimenez de Quesada-Mesonero Romanos";"URBANOS";440412.541632434;4474841.91002524
"98012";4906;"LOS YEBENES ENTRADA CRUCE SENTIDO E-O";"URBANOS";436006.501585486;4472364.02424136
"98015";4904;"SESEÑA ENTRE TEMBLEQUE Y VALMOJADO SENTIDO O-E";"URBANOS";435798.243675637;4472368.77726057
"02013";4191;"Dr. Esquerdo S-N - Lira-Estrella Polar";"URBANOS";443265.653844127;4473579.89787436
"02054";3898;"Comercio S-N - Av. Ciudad Barcelona-Tellez";"URBANOS";442296.127724433;4472986.05258704
"03006";3721;"Joaquin Costa 70 E-O (Velazquez - Gta. Lopez de Hoyos) - (Velazquez - Gta. Lopez de Hoyos)";"URBANOS";442266.301569615;4477225.77811778
"45003";5949;"Av. Institución Libre Enseñanza - Vital Aza-Ascao";"URBANOS";446247.923400419;4476277.33424138
"45407";6000;"Av. Institución Libre Enseñanza - Esculano-Castillo de Uclés";"URBANOS";446722.079486043;4475440.44554142
"17043";7066;"Isaac Peral N-S - Pl. Cristo Rey-Donoso Cortes";"URBANOS";439227.725920196;4476855.61533445
"19006";4408;"San Bernardo, 126 S-N - Jerónimo de la Quintana-Gta. Quevedo";"URBANOS";440334.527988576;4476201.34739161
"19008";4410;"Fuencarral, 117 S-N - Sandoval-Gta. Bilbao";"URBANOS";440503.666080221;4475917.24352938
"22004";4457;"Modesto Lafuente, 40 N-S - Cristóbal Bordiu-Rios Rosas";"URBANOS";441090.842256053;4477329.12668297
"97095";4154;"(AFOROS)Méndez Alvaro O-E - Sabal - Oriana";"URBANOS";442260.090895626;4472224.76233418
"40019";5799;"C/. Arroyo del Olivar - Payaso Fofó-Sierra de Cadi";"URBANOS";443986.997043846;4471658.70526084
"32011";4553;"MELCHOR FERNANDEZ ALMAGRO E-O(FERROL-AV. BETANZOS)";"URBANOS";439950.7894918;4480994.93561778
"33027";4610;"VIEJAS O-E(P:CASTELLANA-MAURICIO LEGENDRE)";"URBANOS";442068.509549892;4481516.70842652
"35057";4687;"POETA CLAUDIO RODRIGUEZ S-N (CLARA DEL REY-CORAZSN DE MARIA)";"URBANOS";443163.758814779;4477106.123215
"24008";4745;"C.POBLET ENTRADA A C/ ALHAMBRA  O-E";"URBANOS";436915.162458912;4472519.67275741
"80015";5160;"(TACTICO)JOSE CADALSO S-N(VALLE INCLAN-AV. LAS AGUILAS)";"URBANOS";434582.037412041;4470706.69063897
"80027";5170;"MAQUEDA S->N ENTRE ILLESCAS Y MAQUEDA 10";"URBANOS";435220.008216132;4471948.71206484
"80028";5171;"MAQUEDA E->O LATERAL ENTRADA A  MAQUEDA 10";"URBANOS";435223.706968851;4471970.48016409
"80030";5173;"(TACTICO) SALIDA PARQUE BOMBEROS";"URBANOS";435217.981219053;4471284.68882252
"80037";5178;"AV. POBLADOS S-N(PADRE PIQUER-SEBASTIAN ALVARO)";"URBANOS";434949.380576863;4471612.3419297
"80300";5180;"(MICRO)AV.POBLADOS E-O (GIRO A AV. LAS AGUILAS)";"URBANOS";435467.74549136;4471064.79420711
"80301";9833;"(MICRO)POBLADOS O-E (GIRO A AV. LAS AGUILAS)";"URBANOS";435434.250838419;4471029.7756462
"80302";6834;"(MICRO)SALIDA INTERCAMBIADOR AUTOBUSES";"URBANOS";435538.697917244;4470979.62811331
"81009";5189;"AV.MANZANARES N-S PTE.SEGOVIA M-30";"URBANOS";438749.779187548;4473871.94575962
"81010";5190;"(TACTICO)AV. CAPRICHOS S-N(ENTRADA A SEPULVEDA)";"URBANOS";438261.496265007;4473344.36196765
"81011";5191;"AV.MANZANARES N-S ENTRADA TÚNEL";"URBANOS";438775.194273671;4473812.54149605
"84035";5270;"PINAR SAN JOSE S-N";"URBANOS";434139.107212042;4468626.14279466
"17003";4339;"Princesa N-S - Giro Izqda. Fernando el Católico";"URBANOS";439145.490584916;4476391.83115345
"22013";9964;"Agustin de Betancourt N-S  - Lateral Agustin Betancourt-Maudes";"URBANOS";441152.802776938;4477624.28240254
"22300";4465;"(MICRO) Pl. San Juan de la Cruz N-S (P.M.3)(Delante G.2) - (MICRO) Pl. San Juan de la Cruz N-S (P.M.3)(Delante G.2)";"URBANOS";441416.955655809;4477161.84753974
"22301";4466;"(MICRO) Pl. San Juan de la Cruz N-S(Delante G.1) (P.M.4) - (MICRO) Pl. San Juan de la Cruz N-S(Delante G.1) (P.M.4)";"URBANOS";441429.816992499;4477185.77934302
"22302";4467;"(MICRO) Pl. San Juan de la Cruz S-O(Delante G.13) (P.M.5) - (MICRO) Pl. San Juan de la Cruz S-O(Delante G.13) (P.M.5)";"URBANOS";441428.955213334;4477138.65131026
"22303";4468;"(MICRO) Pl. San Juan de la Cruz E-O(Delante G.14) (P.M.6) - (MICRO) Pl. San Juan de la Cruz E-O(Delante G.14) (P.M.6)";"URBANOS";441387.950898647;4477174.49208715
"87023";5355;"AV. ROSALES S-N (CTRA VILLAVERDE-M-40)";"URBANOS";442119.205677581;4468226.20882782
"96053";5107;"PINZON N-S";"URBANOS";437291.717112315;4471428.54500442
"02017";4193;"Av. Mediterrane E-O - Cruz del Sur-Pl. Conde Casa";"URBANOS";443431.540767132;4473316.463676
"02018";3870;"Av. Mediterraneo E-O - Paso Inferior";"URBANOS";443431.384689318;4473307.00654667
"02019";3871;"Fdez. Shaw S-N - Federico Moreno Torroba-Pl. Conde Casal";"URBANOS";443334.171416885;4473189.68892572
"02020";3872;"Dr. Esquerdo S-N - Garibay-Pl. Conde Casal";"URBANOS";443139.818104227;4473127.04713587
"02021";3873;"Av. Mediterraneo O-E - Sanchez Barcaiztegui-Pl. Conde Casal";"URBANOS";443069.707222854;4473335.91047912
"02022";3874;"Av. Mediterraneo O-E - Paso Inferior";"URBANOS";443068.193913596;4473344.35345909
"02023";3875;"Alcalde Sainz Baranda E-O - Vaquerias-Lozoya";"URBANOS";443508.906697244;4474521.47793279
"02028";3725;"(TACTICO) Alcalde Sainz Baranda O-E - Giro Izq. a Vaquerias";"URBANOS";443585.280303239;4474565.23254818
"02015";3869;"Dr. Esquerdo S-N - Av. Mediterraneo-Lira";"URBANOS";443258.692234432;4473457.00732978
"02016";4192;"Dr. Esquerdo N-S - Angel Ganivet-Av. Mediterraneo";"URBANOS";443247.618984551;4473494.63091626
"02039";3883;"Dr. Esquerdo N-S - Moneda-Samaria";"URBANOS";443292.896119508;4474145.91151423
"03008";9895;"Joaquin Costa E-O - Velazquez-República Argentina";"URBANOS";442180.497429394;4477350.64324738
"06302";3985;"(MICRO) Francisco Silvela E-O (Delante G. 4) - ";"URBANOS";442522.184784058;4476921.93705765
"06306";3989;"(MICRO) Principe Vergara N-S(Detras G.10) - ";"URBANOS";442513.470227963;4476921.88167874
"08017";4016;"Jose Ortega y Gasset O-E - Nuñez de Balboa-Castello";"URBANOS";442234.239212366;4475941.26259645
"08019";10098;"Principe Vergara N-S - Diego León -Gral Oraá";"URBANOS";442496.155164376;4476466.23559029
"15021";4258;"Prim E-O - Conde Xiquena-Barquillo";"URBANOS";441171.265092738;4475025.99961918
"15300";4271;"(MICRO) Pl. Cibeles S-N(Delante G.11)(P.M.6) - (MICRO) Pl. Cibeles S-N(Delante G.11)(P.M.6)";"URBANOS";441340.217560269;4474711.30385104
"16006";4284;"Pl. España N-S - San Leonardo-Cuesta San Vicente";"URBANOS";439734.219358978;4475289.75353949
"16046";4317;"Cuesta San Vicente, 14 O-E - Arriaza-Bailen";"URBANOS";439466.453456833;4474909.22895631
"17032";4363;"Marques de Urquijo E-O - Ferraz-Pintor Rosales";"URBANOS";438979.547419298;4475861.60235958
"19003";4405;"Eloy Gonzalo, 27 E-O - Santisima Trinidad-Gral.Alvarez Castro";"URBANOS";440703.732536735;4476433.87586899
"23001";3715;"Reyes Católicos S-N - Av. Memoria-Isaac Peral ";"URBANOS";439095.336094848;4476818.15640999
"35051";4682;"Av.Toreros E-O - Cartagena-Fco.Silvela";"URBANOS";443224.71355676;4476118.34248941
"60015";5462;"(AFOROS)PºCastellana S-N - Pedro Teixeira-San Germán";"URBANOS";441571.736578082;4478657.61163674
"60017";5464;"PºCastellana S-N - Fco.Gervás-Carlos Maurras";"URBANOS";441629.181436633;4479356.65913246
"60063";5506;"Padre Damián N-S - Falla-Rafael Salgado";"URBANOS";441849.112566813;4478692.13837463
"61035";5547;"Principe de Vergara S-N - Concha Espina-Pl.República Ecuador";"URBANOS";442668.841708448;4478430.01463825
"62018";5633;"San Germán E-O - Infanta Mercedes-Bravo Murillo";"URBANOS";440742.881274036;4478946.24906306
"62019";5634;"Poeta Joan Maragall S-N - General Perón-Pedro Teixeira";"URBANOS";441392.56354164;4478608.61279992
"61101";5607;"Costa Rica E-O(Túnel) - Puerto Rico-Chile";"URBANOS";442920.058499485;4479079.47368714
"62012";5627;"Bravo Murillo O-E - Ulpiana Benito- Poeta Joan Maragall";"URBANOS";441373.696813382;4479836.02628125
"62013";5628;"Ulpiana Benito S-N - Sófora- Bravo Murillo";"URBANOS";441362.275437709;4479783.38366984
"62014";5629;"Capitán Blanco Argibay N-S - Mundillo-Bravo Murillo";"URBANOS";441069.424443132;4479800.35518988
"62015";5630;"Marqués de Viana O-E - Ceuta-Bravo Murillo";"URBANOS";440824.618037654;4479363.35607279
"62016";5631;"Pensamiento E-O - Infanta Mercedes-Bravo Murillo";"URBANOS";440897.56547818;4479206.64606163
"55058";6940;"Av. de los Andes - Gta. Mar Caribe-Petunias";"URBANOS";447441.605063606;4478639.91093315
"55059";6269;"Av. Machupichu - Av. Papa Negro-Av. Piceas";"URBANOS";447201.950778634;4478813.98086514
"55046";6258;"Ctra. Canillas - Utrillas-Servator";"URBANOS";445278.27573278;4479596.75188372
"55048";6260;"Av. Machupichu - Machaquito-Av. del Papa Negro";"URBANOS";447088.156578714;4478994.39164135
"55049";6261;"Av. Machupichu - Antonio Larrazabal-Pl. Manuel Rodrigo";"URBANOS";446617.767675525;4479301.23250286
"55050";6262;"Pl. Manuel Rodrigo - José Rizal-Av. Machupichu";"URBANOS";446526.188771077;4479251.26011434
"55051";6263;"C/. Machaquito - Machaquito-Av. Machupichu";"URBANOS";447010.382008708;4478946.99741809
"55057";6268;"Av. de los Andes - Pl. Yucatan-Abelias";"URBANOS";446990.700753219;4478345.68581152
"56035";6315;"C/. Monovar - Monovar-Ctra. Acceso Estación de Hortaleza ";"URBANOS";444488.261120858;4480920.13710395
"56036";6316;"C/. Barranquilla - Barranquilla-Gregorio Sánchez Herráez";"URBANOS";445915.487621259;4480904.6633997
"56401";6325;"C/. Gregorio Sánchez Herráez - Vía de los Poblado-M40";"URBANOS";446089.189511671;4481155.89552182
"55079";6274;"C/. Francisco Mosqueda 50 - Ramon Power-Silvano";"URBANOS";446861.025591165;4479572.66222327
"56026";6306;"C/. Mar Negro - Mar Menor-Mar de las Antillas";"URBANOS";445477.198805722;4480760.33722488
"56407";6331;"C/. Santa Adela - Santa Adela-Ctra. Acceso Estación de Hortaleza";"URBANOS";444871.33411498;4481349.1963499
"57001";6332;"Av. Logroño  - Las Ramblas-Joaquín Ibarra";"URBANOS";449718.746500225;4479187.09698245
"56027";6307;"C/. Mar de las Antillas - Mar Menor-Mar Caspio";"URBANOS";445352.140039647;4480897.68385382
"56029";6309;"C/. Mar Adriático - Chiquinquira-Ayacucho";"URBANOS";445922.225843256;4480436.3219074
"57401";6347;"Av. Logroño - Bureta-Marqués Berna";"URBANOS";450501.108356852;4479729.78876305
"59032";6384;"Av. Badajoz - Aristótles-Madre Antonia Paris";"URBANOS";444802.95964325;4477386.40324297
"59033";6385;"C/. Madre Antonia Paris - Agastia-Av. Badajoz";"URBANOS";444830.840358477;4477488.66587837
"64018";6403;"C/. Etrura - Etruria-Av. Canillejas a Vicálvaro";"URBANOS";448211.048681262;4476523.51153215
"65006";6424;"C/. Fuente Carrantona - Hacienda de Palacios-Encomienda de Palacios";"URBANOS";446019.688594402;4472468.8624718
"65008";6426;"Av. Pablo Neruda - El Bosco-Malgrat de Mar";"URBANOS";445721.244661054;4471821.28183503
"65010";6428;"Av. Pablo Neruda - Av. Pablo Neruda-San Claudio";"URBANOS";445504.725650508;4471410.79844492
"65012";3805;"Av. Pablo Neruda S-N(Puente) - Miguel Hernández-Arroyo Fontarrón";"URBANOS";445792.212277091;4471939.80710755
"65057";6461;"C/. Fuente Carrantona - Av. Doctor García Tapia-Mario Cabré";"URBANOS";446467.284849674;4473281.85217184
"67007";3809;"C/. Hacienda Pavones - Luis de Hoyos Saínz-Valdebernardo";"URBANOS";446555.343100102;4472510.07934659
"67614";9948;"Camino Vinateros - Corregidor Jose Pasamonte-Marroquina";"URBANOS";445050.572058456;4473595.60904182
"67616";9953;"Corregidor Diego Valderrabano - Primavera de Praga-Dr. Garcia Tapia";"URBANOS";444284.939601611;4473982.48956259
"67617";9955;"Salida M-30 - M-30-Corregidor Diego Valderrabano";"URBANOS";444184.81015385;4474136.5131879
"67619";9950;"Arroyo Media Legua - Santa Irene-Acceso O´Donnell";"URBANOS";444874.327997587;4474237.63440202
"71004";3709;"C/. Alcalá - Av. Canillejas a Vicálvaro-San  Mariano";"URBANOS";447937.561356482;4477502.85555119
"71005";3710;"C/. Alcalá - Gutiérrez Canales-San Mariano";"URBANOS";448083.286150494;4477637.08203054
"71006";3679;"C/. Alcalá - San Mariano-Gutiérrez Canales";"URBANOS";448095.316110167;4477636.33817822
"71007";6509;"C/. Alcalá - Esfinge-Gutiérrez Canales";"URBANOS";448224.535568691;4477753.51864782
"71009";6511;"C/. San Romualdo - Albasanz-Alcalá  ";"URBANOS";447288.98841201;4477072.1107764
"71010";6512;"C/. San Romualdo  - Alcalá-Albasanz";"URBANOS";447321.780943018;4476974.26248379
"71012";6513;"C/. San Romualdo - Albasanz-Julián Camarillo";"URBANOS";447403.916715718;4476741.00356711
"71013";6514;"C/. San Romualdo - Julián Camarillo-Cronos";"URBANOS";447434.847846077;4476642.27696523
"71014";6515;"C/. San Romualdo - Cronos-Av. Arcentales";"URBANOS";447512.368874348;4476415.47054222
"71015";6516;"C/. San Romualdo - Av. Arcentales-Cronos";"URBANOS";447521.885118607;4476421.85832136
"71028";6527;"C/. Julián Camarillo - San Romualdo-Cronos";"URBANOS";447448.709962734;4476674.22230932
"71029";6528;"C/. Julián Camarillo - Miguel Yuste-San Romualdo";"URBANOS";447360.283436232;4476629.79896302
"71022";6521;"C/. Emilio Muñóz - Castillo de Uclés-Miguel Yuste";"URBANOS";447253.867694962;4476342.10577957
"71023";6522;"C/. Cronos - San Romualdo-Miguel Yuste";"URBANOS";447379.875257788;4476477.57607848
"71024";6523;"C/. Cronos - Miguel Yuste-San Romualdo";"URBANOS";447392.151049596;4476480.41996507
"71025";6524;"Av. Arcentales  - Gta. Arcentales-San Romualdo";"URBANOS";447497.195665806;4476665.85033331
"79014";6611;"Av. Francisco Pi y Margall - Ana de Austria-María de Portugal";"URBANOS";443822.008756072;4482984.3108167
"89002";5374;"José Gutiérrez - Av. Cerro Milano-Av. Ensanche Vallecas";"URBANOS";448829.360347618;4468642.39627025
"89003";5375;"Av. Ensanche Vallecas - Rafael León-José Gutiérrez";"URBANOS";448952.198607916;4468680.66918876
"89004";5376;"C/. José Gutiérrez - Av. Suertes-Av. Ensanche Vallecas";"URBANOS";448927.658075906;4468805.9831391
"89005";5377;"Av. Ensanche Vallecas - Rafael Leon-Cañada Santisimo";"URBANOS";449099.357218181;4468570.51661087
"89006";5378;"Cañada Santisimo - Av. Cerro Milano-Av. Ensanche Vallecas";"URBANOS";449165.24799753;4468424.29727585
"11032";4103;"EMBAJADORES N-S(BRONCE-PLANETARIO)";"URBANOS";441486.691056532;4471184.46145173
"11033";4104;"EMBAJADORES N-S(VIQUELAS-BRONCE)";"URBANOS";441450.483204704;4471257.3146715
"11035";4105;"EMBAJADORES S-N(PUERTO BIJAR-AV. PLANETARIO)";"URBANOS";441579.28236331;4471067.98713225
"32002";4543;"PSO. DIRECCION S-N (ALBERDI - CAPITAN BLANCO ARGIBAY)";"URBANOS";440073.353946065;4480105.33216498
"32003";10154;"CAPITAN BLANCO ARGIBAY O-E (SINESIO DELGADO - PSO. DIRECCION)";"URBANOS";440028.322955137;4480179.92155689
"32050";4580;"(TACTICO) MAGNOLIAS S-N (DELFMN-AV. ASTURIAS)";"URBANOS";441352.073377849;4480079.02234663
"34039";10045;"CORAZSN DE MARIA O-E (POETA CLAUDIO RODRIGUEZ-ALUSTANTE)";"URBANOS";443211.94652547;4477122.46469021
"93027";9905;"Chantada O-E (Candido Mateos-Camino Ganapanes)";"URBANOS";439382.071773187;4480726.36794402
"26007";4817;"(TACTICO)ALCOCER O-E (GIRO VIRGEN DESAMPARADOS)";"URBANOS";440774.954221247;4467000.27881913
"26008";4818;"Pº DE TALLERES ENTRE ARROYO BUENO Y ALCOCER  O-E";"URBANOS";440637.505420722;4466921.79598922
"26009";4819;"(AFOROS)ALCOCER O-E(COL. LITOS-PSO. TALLERES)";"URBANOS";440604.515995028;4467008.94517187
"26010";4820;"(TACTICO) UNANIMIDAD E-O";"URBANOS";441239.422563443;4468317.22490274
"26018";4827;"AV.ROSALES E-O(AV.ANDALUCIA-EDUARDO BARREIROS)";"URBANOS";441131.446029957;4469148.44254346
"26030";4837;"AV. ROSALES ENTRE ANTEQUERA Y AV.ANDALUCIA";"URBANOS";441328.757848803;4469049.83283305
"26027";4834;"CRA.VILLAVERD E-O(COALICION-VILLAFUERTE)";"URBANOS";441655.843852014;4467566.98729834
"28046";4891;"(TACTICO) VALLE PAS E-O (GIRO)";"URBANOS";434198.778073049;4478167.33938939
"28045";3419;"(TACTICO) VALLE PAS O-E";"URBANOS";434173.667960453;4478159.0534785
"37032";4911;"CAMARENA ENTRE CAMARENA Y ILLESCAS SENTIDO S-N";"URBANOS";435974.826335359;4471716.12886446
"37033";6831;"CAMARENA ENTRE CAMARENA Y ILLESCAS SENTIDO N-S";"URBANOS";435971.448782493;4471760.86103221
"37035";4913;"VALMOJADO GIRO OCAÑA A AV. LAS AGUILAS GRUPO 12 JUNTO LINEA PARADA SENTIDO E-S";"URBANOS";435584.265350608;4471147.44044141
"37037";4915;"(TACTICO) TEMBLEQUE O-E";"URBANOS";435540.848719985;4471822.66785543
"38001";4922;"AV. POBLADOS O-E(CONSUELO GUZMAN-EUGENIA MONTIJO)";"URBANOS";436187.987527663;4470069.11098292
"38002";4923;"AV. POBLADOS E-O(CARABANCHEL BAJO-EUGENIA MONTIJO)";"URBANOS";436666.068433144;4469907.43794478
"38003";4924;"(TACTICO)CARABANCHEL BAJO S-N(CHIRIVITA-AV. POBLADOS)";"URBANOS";436713.151311931;4469831.57379873
"38004";4925;"ALISEDA ENTRADA CRUCE  N-S";"URBANOS";437098.940980714;4469702.46269258
"38020";4939;"AV. EURO S-N(OBOLO-AV. POBLADOS)";"URBANOS";437415.689365943;4469580.4747384
"38021";4940;"TANATORIO ENTRADA CRUCE  S-N";"URBANOS";438836.048166429;4469660.22372451
"38023";4942;"LATERAL C.TOLEDO N-S(PL. ELIPTICA-AV. POBLADOS)";"URBANOS";439004.972696872;4469824.40896409
"38050";9878;"BELZUNEGUI S-N (AV. POBLADOS-CARCASTILLO)";"URBANOS";437367.955268779;4469979.71093413
"39046";4992;"(TACTICO) VILLABONA O-E(GUETARIA-RAFAELA YBARRA)";"URBANOS";439618.117606943;4469166.54875133
"39047";4993;"(TACTICO) SALIDA PEUGEOT";"URBANOS";440442.898275835;4468018.67198982
"42033";5897;"VENTISQUERO DE LA CONDESA SALIDA TUNEL S-N";"URBANOS";439463.010679187;4481943.03207926
"42034";5898;"VENTISQUERO DE LA CONDESA ENTRADA TUNEL N-S";"URBANOS";439401.06797921;4482021.32265197
"42035";5899;"AV. CARDENAL HERRERA ORIA 124 S-N(ACCESO M-607-ISLA DE SICILIA)";"URBANOS";441086.002728392;4482617.5971569
"42037";10055;"MONASTERIO SILOS N-S(CTRA. FUENCARRAL EL PARDO-ACCESO M-40)";"URBANOS";439204.07923852;4483362.02823946
"42039";10053;"AV. VENTISQUERO CONDESA E-O(COLLADO TIROBARRA-COSTA BRAVA)";"URBANOS";439223.602877179;4483154.80045751
"42041";10054;"ACCESO M-40 N-S(ENTRADA PZA. PRADERA DEL SACERAL)";"URBANOS";439117.19293334;4483387.92014423
"42042";5887;"(TACTICO) GINZO LIMIA S-N (PROX. GR-12)";"URBANOS";440041.201995489;4482123.56084699
"42043";10277;"AV. CARDENAL HERRERA, 319 O-E(ISLA BIKINI-ISLAS MARQUESAS)";"URBANOS";438456.896491849;4481314.15357364
"49013";5046;"(AFOROS) GRAL. RICARDOS O-E(ALEJANDRO MORAN-OPORTO)";"URBANOS";437866.861462306;4471226.07599808
"49014";5047;"GRAL. RICARDOS E-O( FCO. GARCIA-PL. TOROS)";"URBANOS";437634.347880002;4471034.08505315
"49033";5246;"NTRA. SRA. LUZ N-S";"URBANOS";437044.439438907;4470738.22920373
"49034";5247;"GRAL. RICARDOS E-O(PEDRO DIEZ-OCA)";"URBANOS";438126.10874885;4471453.86675845
"49035";5061;"OPORTO S-N(VALLE ORO-GRAL. RICARDOS)(GIRO IZDA.)";"URBANOS";438065.301302051;4471311.4632127
"50002";5063;"OPORTO E-O(ARGUESO-CNO.VIEJO LEGANES)";"URBANOS";438398.808496037;4471060.76321093
"50003";5064;"(AFOROS) OPORTO O-E(ELVAS-PORTALEGRE)";"URBANOS";438577.719298264;4471015.33165189
"50004";5065;"OPORTO O-E(PORTALEGRE-ABRANTES)";"URBANOS";438764.180613071;4470978.60547956
"50006";5067;"OPORTO E-O(ABRANTES-PL. ELIPTICA)";"URBANOS";438942.515226176;4470971.40622174
"50007";5068;"BRAGANZA S-N (VÍA LUSITANA - ABRANTES)";"URBANOS";438873.207040478;4470933.39222552
"49010";5043;"GRAL. RICARDOS O-E(CASTRO ORO-CLARISAS)";"URBANOS";438158.760651657;4471473.75478434
"50025";5091;"(AFOROS) VIA LUSITANA E-O";"URBANOS";439022.835203885;4470863.78623553
"50026";5092;"VIA LUSITANA O-E(Nº28-BRAGANZA)";"URBANOS";438830.999909827;4470725.58086872
"58005";5136;"AV. DE ABRANTES N-S ENTRE PELÍCANO Y ARGÜESO";"URBANOS";438455.189524968;4470646.43160922
"58006";5137;"AV.DE ABRANTES S-N ENTRE PELÍCANO Y PORTALEGRE";"URBANOS";438586.784539835;4470775.5432091
